,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1,id, name,is_claimed,is_closed,url,phone,review_count,rating,categories,snippet_text,address,city,state,country,postal_code,neighborhoods,display_address,deals,menu_provider,reservation_url,is_claimed_binary,is_closed_binary,review_count_range,there_is_deal
416,416,623,623,carls-foods-washington-2,Carl's Foods,False,False,https://www.yelp.com/biz/carls-foods-washington-2?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2025296225.0,35,4.5,"[Category(name='Sandwiches', alias='sandwiches')]","Great subs, tons of fresh meat and the bread is awesome!! Call if you can but it's well worth the wait!!",['2208 Rhode Island Ave NE'],Washington,DC,US,20050.0,['Brookland'],"['2208 Rhode Island Ave NE', 'Brookland', 'Washington, DC 20050']",,,,0.0,0.0,Level 2,False
417,417,624,624,the-bespoke-kitchen-washington,The Bespoke Kitchen,False,False,https://www.yelp.com/biz/the-bespoke-kitchen-washington?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2022701018.0,5,4.5,"[Category(name='American (New)', alias='newamerican')]","The chef's table within the catering kitchen - a innovative and fun concept.

The meal prepared for the special event hosted - you don't know what you get...",['2212 Rhode Island Ave NE'],Washington,DC,US,20018.0,['Brookland'],"['2212 Rhode Island Ave NE', 'Brookland', 'Washington, DC 20018']",,,,0.0,0.0,Level 1,False
418,418,625,625,sammy-carry-out-washington,Sammy Carry Out,False,False,https://www.yelp.com/biz/sammy-carry-out-washington?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2028323188.0,24,2.0,"[Category(name='Sandwiches', alias='sandwiches')]",SUPER CHEAP!!!! $5~ for huge portions of lunch specials and $9~ for dinner portions. $4~ for big ole app portions. It's exactly what you would expect for...,['2801 12th St NE'],Washington,DC,US,20017.0,['Brookland'],"['2801 12th St NE', 'Brookland', 'Washington, DC 20017']",,eat24,,0.0,0.0,Level 2,False
419,419,627,627,san-antonio-bar-and-grill-washington,San Antonio Bar & Grill,False,False,https://www.yelp.com/biz/san-antonio-bar-and-grill-washington?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2028328080.0,119,3.5,"[Category(name='Tex-Mex', alias='tex-mex')]",Delicious Mexican food. Plain and simple.,['3908 12th St NE'],Washington,DC,US,20017.0,,"['3908 12th St NE', 'Washington, DC 20017']",,single_platform,,0.0,0.0,Level 5,False
420,420,630,630,salumeria-2703-washington,Salumeria 2703,False,False,https://www.yelp.com/biz/salumeria-2703-washington?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2026992397.0,2,5.0,"[Category(name='Delis', alias='delis'), Category(name='Italian', alias='italian')]","Menomale is my favorite restaurant in the world. I've been to Italy several times, and somehow Menomale still has the best, most authentic pizza I've ever...",['2703 12th St NE'],Washington,DC,US,20017.0,['Brookland'],"['2703 12th St NE', 'Brookland', 'Washington, DC 20017']",,,,0.0,0.0,Level 1,False
421,421,631,631,right-proper-brewing-company-washington-3,Right Proper Brewing Company,False,False,https://www.yelp.com/biz/right-proper-brewing-company-washington-3?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2025265904.0,21,5.0,"[Category(name='Breweries', alias='breweries')]","I'm not a huge fan of their brewpub, I thought it was too much about the vibe and not enough about the beer. I never had the food there though.

This...",['920 Girard St'],Washington,DC,US,20017.0,['Brookland'],"['920 Girard St', 'Brookland', 'Washington, DC 20017']",,single_platform,,0.0,0.0,Level 2,False
422,422,632,632,filter-coffeehouse-brookland-washington,Filter Coffeehouse Brookland,False,False,https://www.yelp.com/biz/filter-coffeehouse-brookland-washington?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2025261810.0,26,4.0,"[Category(name='Coffee & Tea', alias='coffee')]","To cut to the chase - the coffee is great, the staff is great and is mostly the same as it was when it opened, and the space is clean. But where are the...",['716 Monroe St NE'],Washington,DC,US,20017.0,['Brookland'],"['716 Monroe St NE', 'Brookland', 'Washington, DC 20017']",,single_platform,,0.0,0.0,Level 2,False
423,423,636,636,busboys-and-poets-washington-5,Busboys and Poets,False,False,https://www.yelp.com/biz/busboys-and-poets-washington-5?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2026367230.0,106,3.5,"[Category(name='Breakfast & Brunch', alias='breakfast_brunch'), Category(name='Mediterranean', alias='mediterranean'), Category(name='American (Traditional)', alias='tradamerican')]","First time to a Busboys and Poets and I'm pleased with my experience there. I went there for a weekday lunch with a friend, and the place wasn't crowded at...",['625 Monroe St NE'],Washington,DC,US,20017.0,,"['625 Monroe St NE', 'Washington, DC 20017']",,,,0.0,0.0,Level 5,False
424,424,637,637,s-and-g-seafood-house-washington,S&G Seafood House,False,False,https://www.yelp.com/biz/s-and-g-seafood-house-washington?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2025065166.0,11,4.5,"[Category(name='Soul Food', alias='soulfood'), Category(name='Fish & Chips', alias='fishnchips'), Category(name='Seafood', alias='seafood')]","If you live in Brookland and you haven't eaten here ....YOU HAVEN'T LIVED! OMG 
First, everyone there greets you with a smile ALL OF THE TIME!
Can't say...",['2721 7th St NE'],Washington,DC,US,20017.0,,"['2721 7th St NE', 'Washington, DC 20017']",,,,0.0,0.0,Level 2,False
425,425,640,640,deli-city-restaurant-washington,Deli City Restaurant,False,False,https://www.yelp.com/biz/deli-city-restaurant-washington?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2025261800.0,44,4.5,"[Category(name='Sandwiches', alias='sandwiches')]",It's Saturday morning and I'm really sad because this place is closed on the weekends. I come here weekly and anytime someone is in town or in my...,['2200 Bladensburg Rd NE'],Washington,DC,US,20018.0,['Langdon Park'],"['2200 Bladensburg Rd NE', 'Langdon Park', 'Washington, DC 20018']",,,,0.0,0.0,Level 2,False
426,426,641,641,naked-lunch-washington,Naked Lunch,False,False,https://www.yelp.com/biz/naked-lunch-washington?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2027913826.0,12,4.0,"[Category(name='Vegan', alias='vegan'), Category(name='Vegetarian', alias='vegetarian')]",This is delicious food! The portion sizes are generous and the staff is incredibly friendly. They offered suggestions when one of the ingredients had run...,['1501 New York Ave NE'],Washington,DC,US,20002.0,,"['1501 New York Ave NE', 'Washington, DC 20002']",,,,0.0,0.0,Level 2,False
427,427,644,644,panda-gourmet-washington,Panda Gourmet,False,False,https://www.yelp.com/biz/panda-gourmet-washington?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2026363588.0,243,4.0,"[Category(name='Szechuan', alias='szechuan')]","Best Chinese food in DC.  

Everyone I know says they drive past this place and wonder about it but never stop because it's at such an awkward and busy...",['2700 New York Ave NE'],Washington,DC,US,20002.0,['Gateway'],"['2700 New York Ave NE', 'Gateway', 'Washington, DC 20002']",,,,0.0,0.0,Level 6,False
428,428,649,649,rhode-island-liquors-washington,Rhode Island Liquors,False,False,https://www.yelp.com/biz/rhode-island-liquors-washington?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2025261050.0,1,3.0,"[Category(name='Bars', alias='bars')]","Pros: 3rd generation family business.  Remains open until midnight. 

Cons: Most alcoholic beverages cannot be handled by customers so assistance is needed...",['1812 Hamlin St NE'],Washington,DC,US,20018.0,['Brookland'],"['1812 Hamlin St NE', 'Brookland', 'Washington, DC 20018']",,,,0.0,0.0,Level 1,False
429,429,650,650,sip-lounge-washington,Sip Lounge,False,False,https://www.yelp.com/biz/sip-lounge-washington?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2026521957.0,2,4.0,"[Category(name='Bars', alias='bars')]","My daughter and I come here often and always have a great time. They've been running a Fat Tuesday happy hour special on drinks, hookah and food for the...",['1812 Hamlin St NE'],Washington,DC,US,20018.0,['Brookland'],"['1812 Hamlin St NE', 'Brookland', 'Washington, DC 20018']",,,,0.0,0.0,Level 1,False
430,430,656,656,jazz-and-cultural-society-washington-2,Jazz and Cultural Society,False,False,https://www.yelp.com/biz/jazz-and-cultural-society-washington-2?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2025261615.0,1,5.0,"[Category(name='Jazz & Blues', alias='jazzandblues'), Category(name='Community Service/Non-Profit', alias='nonprofit')]","This is such a hidden gem in the Brookland neighborhood! Every Wednesday and Sunday night from 6-9pm, they feature accomplished jazz musicians tearing up...",['2813 12th St NE'],Washington,DC,US,20017.0,['Brookland'],"['2813 12th St NE', 'Brookland', 'Washington, DC 20017']",,,,0.0,0.0,Level 1,False
431,431,661,661,artjamz-brookland-studio-washington-2,ArtJamz Brookland Studio,False,False,https://www.yelp.com/biz/artjamz-brookland-studio-washington-2?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2027098096.0,12,3.5,"[Category(name='Art Classes', alias='artclasses'), Category(name='Paint & Sip', alias='paintandsip'), Category(name='Art Schools', alias='artschools')]",I stumbled upon this art studio on the way to the metro.  It was such a terrible and stressful day at the time; I decided to stop in to explore.  The staff...,"['716 Monroe St NE', 'Studio 24']",Washington,DC,US,20017.0,['Brookland'],"['716 Monroe St NE', 'Studio 24', 'Brookland', 'Washington, DC 20017']",,,,0.0,0.0,Level 2,False
432,432,663,663,2hype4u-karaoke-show-washington,2HYPE4U Karaoke Show,False,False,https://www.yelp.com/biz/2hype4u-karaoke-show-washington?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,3012920047.0,1,5.0,"[Category(name='Karaoke', alias='karaoke')]","If you want the best in the business for a karaoke night or special event, you must call Cindy at 2HYPE4U Karaoke! Cindy is a consummate professional. She...",[],Washington,DC,US,20017.0,,"['Washington, DC 20017']",,,,0.0,0.0,Level 1,False
433,433,667,667,echostage-washington,Echostage,False,False,https://www.yelp.com/biz/echostage-washington?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2025032330.0,198,3.5,"[Category(name='Music Venues', alias='musicvenues'), Category(name='Dance Clubs', alias='danceclubs')]",I had the pleasure of seeing Armin van Buuren here on September 2nd along with a packed house. Had never been to Echostage (let alone a DJ event that went...,['2135 Queens Chapel Rd NE'],Washington,DC,US,20018.0,['Langdon Park'],"['2135 Queens Chapel Rd NE', 'Langdon Park', 'Washington, DC 20018']",,,,0.0,0.0,Level 5,False
434,434,668,668,dc-star-nightclub-washington,DC Star Nightclub,False,False,https://www.yelp.com/biz/dc-star-nightclub-washington?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2026350089.0,5,2.0,"[Category(name='Dance Clubs', alias='danceclubs')]",Reminds me of Nations. Incredible bass system. The best I have heard used for dub step. Amazing video wall if it's being used that night. Descent drink...,['2135 Queens Chapel Rd NE'],Washington,DC,US,20018.0,['Langdon Park'],"['2135 Queens Chapel Rd NE', 'Langdon Park', 'Washington, DC 20018']",,,,0.0,0.0,Level 1,False
435,435,669,669,aqua-resturant-and-bar-washington,Aqua Resturant & Bar,False,False,https://www.yelp.com/biz/aqua-resturant-and-bar-washington?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2028324878.0,24,2.0,"[Category(name='Bars', alias='bars'), Category(name='American (New)', alias='newamerican')]",Too hot for me!!! Drinks are over priced.,['1818 New York Ave NE'],Washington,DC,US,20002.0,,"['1818 New York Ave NE', 'Washington, DC 20002']",,,,0.0,0.0,Level 2,False
436,436,670,670,bliss-nightclub-washington,Bliss Nightclub,False,False,https://www.yelp.com/biz/bliss-nightclub-washington?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2028088600.0,22,2.0,"[Category(name='Dance Clubs', alias='danceclubs'), Category(name='Musicians', alias='musicians')]","The club itself is very nice. The design, flow, layout of the place is great. Very large space. Unfortunately, my first experience wasn't the greatest. When...",['2122 24th Pl NE'],Washington,DC,US,20018.0,['Langdon Park'],"['2122 24th Pl NE', 'Langdon Park', 'Washington, DC 20018']",,,,0.0,0.0,Level 2,False
437,437,671,671,club-24-washington-2,Club 24,False,False,https://www.yelp.com/biz/club-24-washington-2?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2026363998.0,1,3.0,"[Category(name='Dance Clubs', alias='danceclubs')]","We had a lot of fun here. Had to take a cab from the Metro and paid $10 to cut the line, plus $20 to get in. I think it was worth it; it got packed and...",['2122 24th Pl NE'],Washington,DC,US,20018.0,['Langdon Park'],"['2122 24th Pl NE', 'Langdon Park', 'Washington, DC 20018']",,,,0.0,0.0,Level 1,False
438,438,672,672,solar-eclipse-washington,Solar Eclipse,False,False,https://www.yelp.com/biz/solar-eclipse-washington?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2025263533.0,1,3.0,"[Category(name='Dance Clubs', alias='danceclubs'), Category(name='Lounges', alias='lounges')]","We went to hear some Thursday night live Jazz .... the performance was wonderful, they featured Rodney Kelley Jazz Experience . . .  Rodney is a great...",['2820 Bladensburg Rd Northeast'],Washington,DC,US,20018.0,,"['2820 Bladensburg Rd Northeast', 'Washington, DC 20018']",,,,0.0,0.0,Level 1,False
439,439,674,674,checkers-washington-2,Checkers,False,False,https://www.yelp.com/biz/checkers-washington-2?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2022699377.0,17,2.5,"[Category(name='Burgers', alias='burgers')]","Its 2 am early Friday morning, and I was hangry!!!! Before heading on 50E, this was a must. I wanted a greasy burger. Lines were long. I was in the drive...",['2300 New York Ave NE'],Washington,DC,US,20002.0,['Gateway'],"['2300 New York Ave NE', 'Gateway', 'Washington, DC 20002']",,,,0.0,0.0,Level 2,False
440,440,675,675,schleeez-washington,Schleeez,False,False,https://www.yelp.com/biz/schleeez-washington?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,,1,5.0,"[Category(name='Country Dance Halls', alias='countrydancehalls')]",Had an amazing time!!! Wished it was shorter but the way it played country music was great!,['2104-2144 New York Ave NE'],Washington,DC,US,20002.0,,"['2104-2144 New York Ave NE', 'Washington, DC 20002']",,,,0.0,0.0,Level 1,False
441,441,676,676,atlas-brew-works-washington,Atlas Brew Works,False,False,https://www.yelp.com/biz/atlas-brew-works-washington?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2028320420.0,52,4.0,"[Category(name='Breweries', alias='breweries')]","After checking out a distillery the prior weekend, we took a group of 6 back to Ivy City to check out Atlas Brew.

It was a hot Sunday so we had two rounds...","['2052 W Virginia Ave NE', 'Ste 102']",Washington,DC,US,20002.0,['Ivy City'],"['2052 W Virginia Ave NE', 'Ste 102', 'Ivy City', 'Washington, DC 20002']",,,,0.0,0.0,Level 3,False
442,442,677,677,murray-hill-club-washington,Murray Hill Club,False,False,https://www.yelp.com/biz/murray-hill-club-washington?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,,2,4.5,"[Category(name='Cocktail Bars', alias='cocktailbars')]",Great little bar in Ivy City. It is definitely tucked away upstairs in the Jos. A Magnus building. They have some fun drink options that change monthly. You...,['2052 West Virginia Ave NE'],Washington,DC,US,20002.0,['Ivy City'],"['2052 West Virginia Ave NE', 'Ivy City', 'Washington, DC 20002']",,,,0.0,0.0,Level 1,False
443,443,682,682,dc-brau-brewing-company-washington-2,DC Brau Brewing Company,False,False,https://www.yelp.com/biz/dc-brau-brewing-company-washington-2?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2026218890.0,99,4.0,"[Category(name='Breweries', alias='breweries')]","I love all things DC Brau! What's not to love about the District's first brewery since Prohibition?!? Quick history lesson, while Capitol City Brewing may...",['3178-B Bladensburg Rd NE'],Washington,DC,US,20018.0,,"['3178-B Bladensburg Rd NE', 'Washington, DC 20018']",,,,0.0,0.0,Level 4,False
444,444,684,684,national-arboretum-washington-2,National Arboretum,False,False,https://www.yelp.com/biz/national-arboretum-washington-2?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2022452726.0,186,4.5,"[Category(name='Botanical Gardens', alias='gardens'), Category(name='Parks', alias='parks')]","A great way to spend a Sunday afternoon. The arboretum is a bit difficult to access via public transit, but if you drive there is plenty of parking...",['3501 New York Ave NE'],Washington,DC,US,20002.0,,"['3501 New York Ave NE', 'Washington, DC 20002']",,,,0.0,0.0,Level 5,False
445,445,686,686,catch-me-a-magic-duel-washington-2,Catch Me A Magic Duel,False,False,https://www.yelp.com/biz/catch-me-a-magic-duel-washington-2?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,7037252100.0,44,5.0,"[Category(name='Performing Arts', alias='theater'), Category(name='Magicians', alias='magicians'), Category(name='Comedy Clubs', alias='comedyclubs')]",Was at the horseshoe casino last night in Baltimore. The show was great and the crowd interaction was fun not forced which made me excited that they may ask...,"['The Mayflower Renaissance', '1127 Connecticut Ave NW']",Washington,DC,US,20036.0,,"['The Mayflower Renaissance', '1127 Connecticut Ave NW', 'Washington, DC 20036']",,,,0.0,0.0,Level 2,False
446,446,688,688,ledo-pizza-washington-12,Ledo Pizza,False,False,https://www.yelp.com/biz/ledo-pizza-washington-12?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2023420091.0,73,2.5,"[Category(name='Pizza', alias='pizza')]",I will never understand the hate for Ledo's. How does this place have such a low rating? I always order Ledo's for delivery. I think they make the best...,['1721 Wisconsin Ave'],Washington,DC,US,20007.0,['Burleith'],"['1721 Wisconsin Ave', 'Burleith', 'Washington, DC 20007']",,eat24,,0.0,0.0,Level 4,False
447,447,689,689,phowheels-washington-2,PhoWheels,False,False,https://www.yelp.com/biz/phowheels-washington-2?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,,203,4.0,"[Category(name='Vietnamese', alias='vietnamese'), Category(name='Food Trucks', alias='foodtrucks')]",I can't get enough of PhoWheels!!! I've been here three times now. Twice I've had their pho which is amazing - they give you all of the add ins and the meat...,[],Washington,DC,US,20007.0,['Burleith'],"['Burleith', 'Washington, DC 20007']",,,,0.0,0.0,Level 6,False
448,448,690,690,gopuff-d-c-washington,goPuff D.C,False,False,https://www.yelp.com/biz/gopuff-d-c-washington?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,8554007833.0,8,3.5,"[Category(name='Food Delivery Services', alias='fooddeliveryservices')]",Best delivery app! Got referred and within 30mins we had everything we needed. Alcohol prices are totally comparable to street prices. Super happy I found it,[],Washington,DC,US,20007.0,['Burleith'],"['Burleith', 'Washington, DC 20007']",,single_platform,,0.0,0.0,Level 1,False
449,449,691,691,cafe-romeos-washington,Cafe Romeo's,False,False,https://www.yelp.com/biz/cafe-romeos-washington?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2023371111.0,134,3.5,"[Category(name='Pizza', alias='pizza'), Category(name='Italian', alias='italian')]","I've eaten here a number of times over the past few years.  Great pastas and wonderful sauce!  Can't go wrong.  A wonderful, quiet Italian place.","['2132 Wisconsin Ave NW', 'Ste G']",Washington,DC,US,20007.0,,"['2132 Wisconsin Ave NW', 'Ste G', 'Washington, DC 20007']",,eat24,,0.0,0.0,Level 5,False
450,450,692,692,sweetgreen-washington-12,sweetgreen,False,False,https://www.yelp.com/biz/sweetgreen-washington-12?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2023334307.0,43,3.5,"[Category(name='Salad', alias='salad'), Category(name='Vegetarian', alias='vegetarian')]","Walking the streets ask one person about vegan or veggie options for eats and a lady overheard the convo and suggested Sweet Greens.

Staff was very helpful...",['2200 Wisconsin Ave NW'],Washington,DC,US,20007.0,['Glover Park'],"['2200 Wisconsin Ave NW', 'Glover Park', 'Washington, DC 20007']",,,,0.0,0.0,Level 2,False
451,451,693,693,mad-fox-taproom-washington-4,Mad Fox Taproom,False,False,https://www.yelp.com/biz/mad-fox-taproom-washington-4?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2027910389.0,36,3.5,"[Category(name='American (New)', alias='newamerican'), Category(name='Breweries', alias='breweries'), Category(name='Burgers', alias='burgers')]","Our server deserves a shout out, Omari D was his name and awesomeness is his game. He was super attentive and efficient and made our experience for brunch...",['2218 Wisconsin Ave NW'],Washington,DC,US,20007.0,['Glover Park'],"['2218 Wisconsin Ave NW', 'Glover Park', 'Washington, DC 20007']",,single_platform,,0.0,0.0,Level 2,False
452,452,694,694,epicurean-and-company-washington-2,Epicurean and Company,False,False,https://www.yelp.com/biz/epicurean-and-company-washington-2?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2026252222.0,67,3.0,"[Category(name='Delis', alias='delis'), Category(name='Asian Fusion', alias='asianfusion'), Category(name='Bars', alias='bars')]",Right across the parking lot from Georgetown hospital. I've only had the buffet but their selection and quality from when I went was amazing and fresh!...,"['Georgetown University, Darnall Hall', '3800 Reservoir Rd NW']",Washington,DC,US,20057.0,['Georgetown'],"['Georgetown University, Darnall Hall', '3800 Reservoir Rd NW', 'Georgetown', 'Washington, DC 20057']",,,,0.0,0.0,Level 3,False
453,453,695,695,breadsoda-washington,Breadsoda,False,False,https://www.yelp.com/biz/breadsoda-washington?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2023337445.0,204,4.0,"[Category(name='Bars', alias='bars'), Category(name='Delis', alias='delis'), Category(name='Sandwiches', alias='sandwiches')]","Favorite bar in DC. Lived in Glover Park for four years, and enjoyed many nights of Monday Trivia and Wednesday Nachos. Friendly staff, great beer...",['2233 Wisconsin Ave NW'],Washington,DC,US,20007.0,,"['2233 Wisconsin Ave NW', 'Washington, DC 20007']",,single_platform,,0.0,0.0,Level 6,False
454,454,696,696,brueggers-bagels-washington-4,Bruegger's Bagels,False,False,https://www.yelp.com/biz/brueggers-bagels-washington-4?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2023381414.0,55,3.0,"[Category(name='Bagels', alias='bagels'), Category(name='Breakfast & Brunch', alias='breakfast_brunch'), Category(name='Sandwiches', alias='sandwiches')]",Delicious bagels! I got the Siriachi bagel sandwich thing and it did not disappoint. Totally worth it and i will definitely be coming back!,['2334 Wisconsin Ave. NW'],Washington,DC,US,20007.0,['Glover Park'],"['2334 Wisconsin Ave. NW', 'Glover Park', 'Washington, DC 20007']",,,,0.0,0.0,Level 3,False
455,455,697,697,angelico-la-pizzeria-washington-3,Angelico La Pizzeria,False,False,https://www.yelp.com/biz/angelico-la-pizzeria-washington-3?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2023338350.0,50,3.0,"[Category(name='Pizza', alias='pizza'), Category(name='Italian', alias='italian')]","Nice location and reliable to order from. The pizza is soooo delicious and so are the sandwiches. I also like the cannoli :) 

Customer service is Great!...",['2313 Wisconsin Ave NW'],Washington,DC,US,20007.0,['Glover Park'],"['2313 Wisconsin Ave NW', 'Glover Park', 'Washington, DC 20007']",,eat24,,0.0,0.0,Level 2,False
456,456,698,698,georgetown-center-deli-washington,Georgetown Center Deli,False,False,https://www.yelp.com/biz/georgetown-center-deli-washington?adjust_creative=YBtChIPsSg-V6bC8n2FhXA&utm_campaign=yelp_api&utm_medium=api_v2_search&utm_source=YBtChIPsSg-V6bC8n2FhXA,2023423354.0,4,4.5,"[Category(name='Delis', alias='delis')]","They have tasty sandwiches, salads, soups, and chili. Great for a quick lunch, or breakfast before work. There are also plenty of items to grab and go, but...",['2115 Wisconsin Ave NW'],Washington,DC,US,20007.0,,"['2115 Wisconsin Ave NW', 'Washington, DC 20007']",,,,0.0,0.0,Level 1,False
